from,to
RUNX2,WHAMM
EBOX,FRAS1
ZNF281,NRP2
USF,ADAR
HF1H3B,USP49
KLF12,SERPINI1
NR6A1,TNIP1
CREB3L1,SLC7A6
GTF2I,NPY2R
ETV6,B3GALTL
SP1,NTN1
ETS1,ZCCHC11
KLF14,VASN
LHX8,ACTA2
HF1H3B,GFRA2
NRF1,PVR
ONECUT2,ZFHX2
ATF6,HOXA11
ZNF589,DLGAP3
ATF1,FZR1
BHLHE41,CUTA
MYBL1,SOX2
SOX4,UBE2E1
PDX1,ARHGEF18
TFCP2L1,KCNJ14
NKX6-2,BCOR
NFIC,DLL3
NFYA,SOX2
KLF7,TSPAN13
KLF16,ATXN7L3
SP8,ILF3
SP3,C16orf72
IRX3,PCSK1
BARX1,MGAT4C
SP8,MCF2L2
ETV5,TOMM70A
STAT6,NFATC2
POU3F2,MARCKS
VSX1,GBP3
HOXC9,TRAPPC3L
ETS1,CD74
ESRRG,TMEM26
BATF3,NDUFA13
KLF7,DKC1
KLF7,POMGNT1
NFY,FOXN3
TFAP4,NTSR2
ID4,TEKT3
ERG,PVALB
RFX1,PTGES3L-AARSD1
KLF4,AASDHPPT
NRF1,ZBTB4
GBX1,LANCL2
GABPA,GTSF1
KLF16,SIGLEC10
MAFB,ACACA
ETS1,CXorf36
TP73,TRANK1
NRL,CAMK2G
POU4F2,SERF2
BHLHE40,BPTF
OBOX3,CTRB2
GABP,PRKAG2
ZSCAN4,CHKB
ZSCAN4,WHSC1
NKX2-5,PDE4D
HF1H3B,CPSF6
RREB1,EMX1
KLF16,ZFP30
TFCP2L1,ROM1
POU,ABI3
IRF,RAPGEF2
ZBTB14,KIAA0895L
SP4,MED31
HOXA13,ASS1
BHLHE41,HOXB3
BACH1,COL7A1
GTF2A,TRPM3
RFX5,C14orf1
NHLH1,ZIM2
KLF16,KCNH4
KLF4,CSRNP1
HOXD11,GRPR
EGR1,IRS4
ATF6,SEC23A
ESRRB,CACNB2
TFAP4,NFE2
LHX9,EMC8
EHF,RHEB
SP3,MLXIPL
NRF1,ARL5A
SP1,KIF22
ETS,SESN3
RFX3,RFX2
KLF16,STMN1
LHX3,TFDP2
MYEF2,HDAC5
EGR,AKAP5
FEV,KLF12
YY1,FGD6
POU2F1,C11orf63
SP4,WDR7
BHLHE22,ZNF22
FOXO4,GRM1
SP3,RNASEK
BACH2,LAMTOR5
MEF2A,RHOB
YY1,PSMC5
NFIA,PCNA
SP1,POLG2
TCF3,RNPEPL1
SP1,IQCK
FOXO3,EPC1
FOXD1,ASCL1
E2F1,RNF168
ELK1,PRR3
ALX3,NCBP1
KLF7,SNAPIN
NR3C1,KCNK2
RFX1,THOC1
HF1H3B,PTMA
PPARG,UBXN11
BARHL2,AGAP1
KLF4,OLA1
SP1,ABHD6
RFX3,COQ6
MAFB,PTPN1
ETV6,TMEM59
CTCF,NKX2-1
TFAP2C,PAH
MEIS3,TMEM51
ETV1,PHB2
ZBTB14,PVALB
DBX2,ROBO1
SRF,MICAL3
FOXD2,NT5C2
ERF,DNAJC25-GNG10
ETV5,NOC3L
ELF4,CSNK1G1
ETV5,ZDHHC7
SP1,PC
KLF13,KTN1
PDX1,SGTB
DBX1,BAAT
RORA,RSPO3
NRF1,STIM2
RFX3,IP6K2
MSX2,SOX2
RELA,RARA
TCF21,PPCDC
RFX4,SPATA2
MTF1,FGF3
AHR,PDE1B
HOXA1,LMO3
DRGX,DAB1
RUNX,FAM229B
GATA3,BMPR1B
THRA,REM2
ETV6,SLC25A15
ZNF281,DPP10
HOXA13,NTN4
TCF7,PCP4
SP1,CYB5R2
SOX7,NCKAP1
ELF3,ZNF665
HNF4,SOX3
SOX14,MAP2
FLI1,MTMR14
PKNOX2,YAE1D1
HSF2,PPDPF
HOXD13,TMEM229B
EGR3,SENP6
NR2C2,USP37
MEF2A,SLC8A1
EGR2,ZDHHC17
NFIB,CYTH1
GABP,FRG1
SREBF1,HSD11B1L
LEF1,PCCA
POU2F3,TP53I11
ETV6,CAB39
HOXC12,GMPR2
POU3F4,NRIP1
EGR1,CHSY3
RARG,FOXP2
MAFG,RAD9A
RELA,TP53
GBX2,EPB41L3
AP1,NHLH2
TAL1,COL16A1
GABPA,TCP11
ETS1,FAM49A
RORA,COL7A1
BHLHE41,LAMTOR4
ETV1,VPS37B
PAX2,GCG
GATA1,SAA2
RFX4,DNAJC30
DBP,FAM53B
ETS,THAP10
CREB1,KIAA0556
IRF8,NFIA
BARHL1,NPAS2
NRF1,SAFB2
TEAD4,PDGFRB
ELK1,CYB5D2
POU2F3,NSMCE1
TFEC,NAT6
HOXD1,GMNN
TBP,CORT
RARA,MON1A
FLI1,TOX
EGR1,RYR2
KLF13,IER5
FOXJ3,NIN
TCF7L2,CA4
RFX5,SEMA4D
FOXC2,KLB
YY1,MRPL42
CACBP,SNCAIP
RUNX2,TMEM179
MSX1,ATF7IP
HOXA10,TRPM3
LHX5,C18orf25
EGR,IER2
EGR4,LPPR1
USF,ARFGEF2
ERF,PDE12
GABPA,CPEB4
TAL1,XPNPEP2
PITX2,RLBP1
SP3,MTCH1
ETS,KLF7
ZSCAN4,KDM6A
SP1,MAPRE2
PKNOX2,ZNF777
HOXA10,GP2
BHLHE40,GTF2H1
LHX2,DDR1
E2F3,C15orf41
TFEB,MBD5
EGR4,DHRS13
KLF4,C22orf29
HOXA9,GABRG2
POU6F2,IGSF9
FOXK1,RBM5
RFX5,PGAP3
CACD,CPLX2
NR2F2,ITM2B
ALX1,PRR26
TBP,CTGF
NFYA,FN1
TFAP2A,NDST1
ETV4,TCOF1
FOXJ3,ACVRL1
CREB,STARD3NL
NFYA,SRSF2
FOXO3,CDON
PRDM4,SLCO1A2
NRF1,GSG2
ATF2,ETV2
MYC,BCL7C
FOXJ2,CCDC152
PAX2,SOCS5
PPARG,GRIA1
KLF16,ESR1
ETS,PELP1
KLF7,C22orf29
IRF,FAM49A
ELK4,TRAIP
SPI1,FBXO28
RFX2,GTF2H1
NR2F1,ZCWPW1
LEF1,LCP2
RFX4,CHURC1
HOXA2,SNAP91
ETV3,SKIV2L
RXRA,C8orf56
ESRRG,SOGA1
RARG,GAB2
FOXL1,TP53I11
LHX8,PTPRO
ELK1,PRDM4
ETV4,FAM161B
PPARG,GALP
RARG,MDK
GATA4,PDGFRB
RUNX2,PSIP1
SP4,NUDT16L1
TCF7L1,DSTN
POU4F2,SEPP1
FOXC1,CDH10
NFKB1,KDM6B
HESX1,ARGLU1
ATF7,MYCBPAP
SP8,SPAST
FOXO3,PDE1B
FOXO3,DAB1
EGR1,MCTS1
FOXC2,PID1
KLF4,ANXA2
SP4,SLITRK1
NRF1,MEX3B
ELF4,PUS1
SMAD4,SLC2A1
ATF3,GUK1
FOXD1,ERG
RFX2,FILIP1L
FOXQ1,RGS8
LEF1,UBE2J1
TFEB,SLC36A1
XBP1,CRTC1
KLF16,ALG11
SPI1,FCGR1B
RARA,MAEL
SP1,EEF1D
SP3,GJA3
FOXD3,BEST3
ETV7,TENC1
NFIC,SETD6
TEAD3,PIK3C3
EGR1,PAIP2B
SP1,LHX5
ATF1,RNF166
MYOD1,C7orf33
FOXA,BOD1L1
KLF4,NAT6
EMX2,SLC18B1
TFEC,BLNK
SPDEF,CCDC39
ESRRA,MAFG
AP1,STX1A
FOXA2,KIAA1045
SPIC,GAS7
SOX2,URM1
EVX2,MGST1
CREB5,NTNG2
IRF2,USP54
RELA,NPHP4
MYF6,TBC1D10B
EGR4,KCNMB4
HOXD9,BCL11B
TCF12,ZDHHC24
KLF14,RAB14
SP1,DGKZ
NFYA,LTV1
SP1,ADAM23
SP4,GTF2H5
ELF1,RGS12
RFX5,RNASEH1
OLIG1,ANKRD12
PATZ1,RASGRF1
ETV1,PPP4C
RFX4,VTA1
SP4,LAMA3
NFE2,ARAP2
KLF4,GGN
NR5A2,PRDM15
HOXD13,ZNF689
ESR2,LY6G6C
FOXQ1,KNOP1
TBX20,ELAVL2
NFIB,PEBP4
ATF4,TTC39B
DBX1,LPPR5
IRF,ST3GAL2
ELK3,NIF3L1
NFIB,DAAM2
POU,RGS9
ETS1,PTK2B
SP1,NEDD4L
CTCF,MIER1
NFIC,PXMP2
HMX1,MAP2
TEAD4,PRKAR2B
ELF4,MFAP1
IRF,BRD2
ELF5,KIAA0907
SHOX2,RCVRN
FOXI1,GCNT2
NFY,ARID1A
TFCP2,DUSP6
POU3F4,STARD13
NFYA,SYNGR4
GBX2,CD36
TEAD3,C1orf61
PKNOX2,DOK6
BATF3,TRIAP1
LBX2,NMRK1
NR3C2,FNTB
NFYA,TTF2
MEOX2,ATP10B
HOXC11,COL4A6
ITGB2,NDST1
AP1,NFKBIL1
PAX4,LIX1
GABPA,SEPT11
HF1H3B,CREM
NKX6-3,MYBL1
RUNX2,CNN3
RFX2,PTCHD2
MLX,SLC25A36
ETS,PRTN3
KLF4,PIM1
ELF2,FAM58A
TGIF2LX,CRHR1
MAFB,RNF135
ZNF219,SYT4
ESR1,GABRG3
HOXA3,GRK6
KLF16,EVA1A
TGIF1,ST5
FOXJ3,IL6ST
ZNF219,LRRC16B
POU2F1,FBXL17
ATF3,EID1
FOXI1,TRIM42
ESR2,PLAT
FOXC1,SMAD1
TBR1,ZDBF2
HNF4,BAZ1B
HOXD9,SATB1
SP4,GCAT
TEF,FNIP2
ELF4,ARFIP1
PITX2,KCTD9
GABP,AAMP
KLF12,SMC1A
NRF1,GTF3C3
PRDM1,SKIDA1
RBPJ,LRRC8C
E4F1,ZNF568
MYF6,MUC6
ZIC4,NONO
KLF12,UBE2S
BHLHE40,MARCH8
SP3,MANBA
HERPUD1,KIF13A
RFX1,C16orf86
PGR,KIRREL3
POU1F1,INTS6
RFX7,NCOA5
POU5F1,NEO1
GFI1,PSAP
NFY,ZMYND10
POU4F3,C22orf29
STAT5A,DAPK1
CPEB1,GPM6A
FOXK1,LMF2
ETV5,CLPTM1
KLF14,PAQR4
TEAD1,ID2
FLI1,SLC25A11
TEAD1,LRRN3
CREB3L2,LRIG3
RFX1,SUSD2
TFE3,HOGA1
LHX5,COL11A1
MYEF2,FBXW11
NR2E1,SLN
PRRX2,EDEM2
NFIA,ATP6V0D1
SP3,PLEKHA6
EGR1,EEA1
LEF1,GREB1
PROP1,FHL1
MEF2D,GSK3A
NFY,NDUFS2
ATF7,PLK2
ETV3,FBXL12
HOXB13,USP3
FOXF1,SVOP
ZNF281,PDGFC
DRGX,SLITRK1
TLX2,NKX2-1
SP1,TLX2
LHX8,SYNGR4
JDP2,ESYT2
NFYA,ACTL6A
ZNF740,RASGRF1
EGR1,PPM1D
ONECUT3,CCDC60
AP1,OGFRL1
SP3,AKAP10
KLF4,DGCR6
ZNF281,AMOT
ALX4,LMO3
RUNX,NEK6
NR2F6,SLC6A20
POU3F2,HBS1L
KLF16,ANKRD28
ETV5,OGG1
NFE2,DUSP22
HSF1,CCDC117
POU1F1,CNTRL
HOXA11,H1F0
POU2F2,TRMT112
LHX2,KCNJ2
SP1,ST3GAL2
FOXQ1,DOCK9
POU3F3,KLHL1
NFKB1,NEK6
EVX2,FGF2
CREB1,HIST1H2AL
FOXC1,PRDM2
EGR2,ZBTB33
RFX1,BDP1
RFX3,ARF3
MEIS2,CD36
TCF4,LIF
MEIS1,DPP10
HOXA1,ARNTL
SOX3,KCNIP4
NR2F6,PLEKHG3
TCF4,KLHL24
VSX1,TTC31
SRF,RABGAP1
UNCX,LRP6
TFCP2,SFRP2
NRL,KLHDC8A
MYEF2,TMEM145
KLF7,POU3F2
GATA1,PDGFRA
TCF12,ATP1A3
FOXC2,CNR1
KLF12,GOLGA2
PITX1,CEP104
EN2,VPS72
LHX4,NRN1
SP4,ATP5E
RUNX1,RGS14
KLF16,ZP3
ETS1,TGS1
ZNF75A,ADORA1
HF1H3B,CCDC106
RARG,DVL3
SP3,PIH1D1
BACH1,ACOT2
RUNX,SPDEF
NFIB,TAOK3
HMX2,EIF4EBP2
TCF3,EGR1
EGR2,PRSS12
EMX2,C11orf70
GATA3,SPERT
SPIB,EPHX3
CEBPG,NXPH1
SP3,EIF4E
RFX2,CTNNBIP1
EN2,CX3CR1
HOXC13,ERBB2
SP1,FRS3
HOXC12,E4F1
MLX,USP28
E2F7,HABP2
KLF12,ASPH
POU3F1,B2M
LMX1B,TIMM9
ITGB2,SPATA13
KLF16,TP53BP1
JDP2,OVCA2
KLF12,DTD2
CREB3,ELL2
SP1,CBL
NFE2L2,DHX38
MEF2B,PCYOX1L
SP4,C12orf29
FOXO3,LMO3
POU2F2,NHLH1
TAL1,ISLR2
TAL1,SLC48A1
FOXA1,KIAA1009
CREB3,FAM214B
AP1,ENO1
HOXC13,SEMA6A
LMX1A,ARHGEF10L
SP4,CTNNAL1
HBP1,FAT1
RARA,DDX5
SPIB,GSAP
HOXD8,NUP62
FOXL1,CENPBD1
AP1,CDON
LHX2,PLRG1
SP8,MGA
EGR,APOE
ELF1,BRINP3
SP1,RASL11A
FLI1,NRAS
NFY,MIS12
TFAP2C,DTX1
EGR,YWHAZ
IKZF2,NCOA5
POU3F1,F2RL2
TFEB,FAM214A
HNF4,CNTN6
MESP1,TDP1
ELK1,GDPGP1
ASCL2,ZNF774
SP1,PPAPDC2
ATF1,TBCCD1
FOXD1,HSBP1
HF1H3B,RAB2B
ESRRG,ZNF771
NR2E1,SHROOM3
SREBF2,ZNF740
HOXB9,OXR1
KLF7,MLLT6
ELK1,TBC1D22A
CREB3,TMEM39A
MEIS1,FRY
FOXL1,PPP1CB
ETS1,BAI2
ZNF524,LIF
SOX10,RGS7BP
PRRX2,NUDT6
EN2,NMT2
NFYA,SIX2
NHLH1,SHC1
GABP,ERI1
FOXJ3,PAG1
MEF2D,LMBRD1
NFE2L2,EIF4EBP2
ARNT,MLC1
ELK1,PALB2
HNF4A,AMPD2
NR4A2,AKIRIN1
KLF14,MYO9A
IRF9,KCNJ2
POU3F3,STAT3
SP1,CNOT8
RFX3,NOTCH3
ETS,C20orf112
KLF14,HDGFRP2
SP1,KRT16
CREB3,PITX2
POU3F4,PROM1
BATF3,PDLIM3
MYEF2,SHQ1
GATA1,SOS1
SP4,EAF1
HOXA11,SOX13
KLF13,APIP
RFX4,DDR1
SP3,CELF3
FOXD1,CALM2
ETV5,PSMD13
RUNX1,PROK2
TFAP2A,C9orf66
GSX2,ARL4C
HF1H3B,FOXN3
BARHL2,RARB
RREB1,NCK2
PRDM1,WFDC8
ZNF143,NRDE2
RARB,GPR75
DUXA,DCTN3
BATF3,KLHL26
ELK4,METTL23
NRF1,KIF2A
MYOD1,LSM10
ESX1,EDEM2
RELA,STK25
RELA,CASP6
SP4,FOXQ1
HOXA10,GNB1L
RORA,CAP1
SPI1,AP1G2
ARID3A,TIMM9
EGR4,MED9
TOPORS,KIAA1239
JDP2,KIAA1045
SP1,DENND2C
FOXA1,NDUFC1
HOXC5,CYCS
ETV6,ZNF696
E2F2,RRM2
RFX7,CXXC11
SP4,CDH2
ASCL2,MFAP5
ESRRG,NFYB
RARA,CGA
DLX2,FILIP1
FOXI1,CCT2
CREB,SSSCA1
CEBP,NUP93
FEV,ARL5A
ERF,MCM3AP
SOX11,PDIA4
SP4,SEMA4F
PATZ1,B3GAT1
MYBL2,ZBTB49
ETS,IL16
OBOX5,LIPF
TGIF1,FLNC
RAX,ZIC5
ZNF219,CLDN15
FOXO1,LRRC36
SP1,KIAA1671
HOXC10,ZNF526
IRF1,CUX2
RFX5,FAM118A
NR3C1,BTC
CREB5,DPM1
ELK3,KHDRBS1
ZFX,RPS14
MEF2A,SLC2A11
ELK1,ACOT8
FEV,CTNND1
KLF16,OTUD5
AP1,SHANK3
LBX2,PCYT1B
NR2F6,NR2C2
HNF4A,PKIB
SPIB,FAM102B
CREB1,ZNF410
EBF1,MARK1
POU5F1B,LRRN2
EN2,SRGN
NFKB,CNTNAP1
SMAD4,PIGS
KLF14,CSE1L
TGIF2,NOL6
KLF7,ADAM11
ATF7,PDLIM3
SREBF2,CTNS
MAFG,PSMC5
EGR,ZBTB26
GSX2,QSOX2
RXRA,KIF21A
MEF2A,PRLHR
PPARG,LPCAT3
DLX4,ACYP1
SOX8,SLC17A6
HOXB13,ZBTB10
NR5A1,KDSR
PPARG,SLC11A2
HOXD13,MRPS6
FOXA1,MLLT1
HOXB9,AVPR1B
ZNF282,SNTG1
ZBTB18,STAT3
ELF1,RPA3
NFKB,KSR1
SMAD3,ZMAT3
HOXD10,CASP8
NEUROG2,NEUROD1
DRGX,NRCAM
SOX4,RFTN2
SP8,PPP4R4
ESR2,PEBP4
NFIB,LTBP3
NRF1,BAG1
ETV7,RAD54L
NOTO,RCAN1
ZSCAN16,AHSP
NKX2-5,OLFML2B
ETV7,HNMT
BHLHE40,CSTB
SOX4,AEBP1
TEAD4,JADE1
CREB,HIST1H4E
NFYA,TBKBP1
ELF1,SIDT1
RARB,ST5
CREB1,LCLAT1
TFEB,BEX1
PGR,KIFC3
NFYA,RNF34
HOXD13,ZDHHC3
EN1,ADNP
HOXC6,SLMO2
RFX4,RAB26
E2F4,BTG1
IRF,RNF19B
ELF4,TIMM10
NRF1,ARPC5
PBX1,DTNA
FEV,ARHGAP31
HEY2,BAI2
HINFP,TACR3
SP4,TNFAIP3
RFX3,LASP1
ZBTB18,SDK1
TGIF2,PCBP1
HOXA3,MCM8
RORA,HIF1A
HOXC10,PDE4D
SPI1,RGS14
DLX6,SH3KBP1
BATF3,SHC2
EGR3,GPHN
NFKB1,UBTF
PRDM1,VWA3A
SP1,TMEM126B
HNF1,ADAMTS8
ETV2,UBE2F
EGR,KSR2
TCF3,TBC1D25
POU3F1,TFDP2
EGR1,ASB3
MEIS1,NEK6
E4F1,MED30
BACH1,DMRTA1
CTCF,MVB12B
NFE2L2,AP1M1
TFAP2E,DUSP26
ZNF219,ZIC4
AP1,ZBTB16
NKX1-1,RAB3GAP2
POU3F1,DNMBP
FOXA2,SUSD2
SP1,AGPAT6
TBP,HSPA5
NRF1,GRIA2
TFAP2A,ENHO
NKX6-3,NKAIN2
ARX,FBXL18
BPTF,TMEM178A
KLF4,LYRM1
BARX1,LPHN2
BHLHE41,UBAP2
KLF16,ZSCAN32
XBP1,MSRA
EHF,KLHL2
MAFG,AP1S2
SP4,CSTF1
GABPA,RBM42
HOXB5,ETV1
POU,TCF12
EGR3,RAPGEF6
DPRX,FAM49A
ZIC1,ESCO1
TAL1,LRFN2
SP4,TMEM223
CREB1,TEAD1
TFAP2B,WNT10A
POU3F1,KCNJ15
ETV2,HPS5
LHX9,KRT20
MYBL1,PMP22
GABP,TUFM
NFAT,IKZF2
RFX4,ANAPC5
ETS,SPN
GATA,RGAG4
ZNF219,NEDD4L
FLI1,PDCD2
YY1,LIN54
SREBF2,RNF181
KLF14,ZC3H18
ARID3A,ADAM17
MEF2D,SETBP1
GBX1,SALL4
FOXC1,CNR1
NR2C2,PI4K2A
CREB3,RAB1A
ETS1,BTAF1
FOXL1,TAOK3
JDP2,ARG2
POU5F1,SET
HMX3,PFDN4
EGR1,DOCK3
HOXA10,ABCA12
CREB1,ALKBH7
ETV5,POLI
NRF1,HTATIP2
WT1,YBX2
AP1,BAALC
RFX5,MTF1
ATF1,ZNF266
FOXL1,TNRC18
ELF1,SPATA2
POU2F3,TRAFD1
HOXA9,RPRD1B
E2F2,GALNT14
ETV2,UFD1L
ELK1,COA1
BACH1,BEND6
POU5F1B,SGK1
TCF7L1,DHRS12
TFE3,ALG1
KLF12,AGTPBP1
AP1,RAPGEF5
TAL1,PEF1
RUNX,RANBP9
MAFB,PARP2
DLX2,ANO6
NFKB,ZIC4
SP1,MAN1A1
ZNF281,AMER3
KLF16,GANAB
IRF,UHRF1BP1
EGR1,STXBP1
FOXL1,KCND2
KLF16,ZNF205
EBF1,PLIN5
EN2,HLA-DPA1
BHLHE40,ZNF507
BSX,HIST1H2AC
DMRT1,ST3GAL6
RAX,UCHL5
ATF3,FLRT3
ETS,SBK1
POU3F4,MBTD1
POU1F1,SLN
EVX1,PSD2
SP3,RFT1
TCF3,MMP17
FEV,SMS
ZNF219,UNCX
MYEF2,GAS7
LHX3,MAB21L1
ETS2,PTP4A3
HOXD3,DLEC1
VDR,NPPA
SP1,DDX10
ZBTB14,PRKAR2B
BHLHE41,DNAI2
LMO2,CREBBP
EGR1,SFMBT2
ELF4,USMG5
KLF4,CRYM
NKX6-2,CHST3
JDP2,ERF
ZNF652,ITPKC
RFX3,NAGA
BHLHE41,CLCN6
KLF4,OCIAD1
NRF1,LONP1
NFE2L2,TMEM134
GABP,RABEPK
EN1,RXFP2
ETS,CEP120
TCF7L2,IL1RAP
ETS1,CCT6B
ESRRB,PDIA5
POU5F1,NEB
MNX1,OTX2
ZNF281,SND1
SCRT2,ITSN2
CREB1,REL
RFX7,UBXN2B
KLF7,TWISTNB
ETS1,BTNL9
ATF1,CDC5L
SRY,SORBS2
NFE2,CAMK2A
ELF1,C9orf64
IRF9,KLHL1
KLF7,TRMT2B
ZNF35,SHROOM3
ETV5,NUDCD3
PAX4,RASGRF2
HOXC10,GAD2
POU2F1,ATP6V1G1
KLF14,B3GAT3
FOXC2,TMEM194A
MAF,SLA
POU3F2,FAM110A
EGR,MGRN1
ETS2,MAP1B
TFAP2A,KIAA1522
NFY,DDX56
NR2F1,SMARCD2
CREB1,ZNRF4
ETV5,C19orf25
HF1H3B,BACH2
SP3,ZKSCAN5
PKNOX1,SLC48A1
GFI1B,SYBU
MYF6,NAIF1
TGIF2,NTN3
SP1,TMEM66
CTCF,CBX5
GRHL1,NOP10
HSF1,SPINK1
IRF1,PDGFC
FOXJ2,SVOP
SP1,NR2F2
RUNX2,HS6ST2
LMO2,AVP
RHOXF2,C22orf29
HNF4A,ZNF436
NRF1,SLC16A1
AP3,MLC1
ELK1,SLC8A1
NKX6-2,FAM69C
RFX1,LRCH2
CTCF,PARVB
MYEF2,OXR1
ELK4,ZNF594
POU,CNTN1
TFAP2B,LRRN2
SP1,FBXL15
TFCP2,CASR
ETS,IFRD1
ETS2,HOXA1
HOXD11,VCAN
HLX,SEZ6
RFX4,FAM188B
HSF2,PAM
POU3F4,C1orf100
EN1,RALGAPA2
EGR1,CYLD
ZKSCAN3,ARVCF
NKX6-2,CS
NFE2,MB21D2
PPARA,WDR7
HOXD8,PRLR
ERG,PLXNC1
ZNF423,CLN8
PAX6,AMMECR1
GSX2,MDGA1
ATF2,PCK1
LEF1,SOX6
HNF1A,MTSS1
POU6F2,CHST8
GFI1B,GAP43
PHOX2A,ITGA7
TFAP4,EXPH5
EGR1,ZMYND15
GSX2,UBAP2L
HOXA10,ZNF239
SPZ1,BCL11A
ETV2,ACLY
NFE2,JAG1
CREB1,PLEKHM1
SP1,FBXO31
NFE2L1,MAFF
LHX5,CGA
E2F1,RARS2
CEBPB,MAP2
RREB1,CD99L2
MAX,SLC1A2
ZBTB18,RNF11
SHOX2,CIPC
ELK1,INTS3
ERG,ZNF396
EGR2,LRFN5
IRF2,EIF4E3
JDP2,POLD1
VSX2,CNGA3
BACH2,HMGA1
ZNF219,FADS6
HOXA5,SKP1
FOXD3,LRRC26
SP4,GPN3
KLF16,PBX4
ELK1,C7orf55-LUC7L2
REL,RHNO1
EGR2,EDN3
ELK4,USP19
ETV3,CNTROB
SHOX2,MARCKS
HBP1,RECQL
FEV,DIO2
LHX2,TSEN15
PRRX1,LYRM9
ZNF219,ZNF131
TCF3,FOXP1
NR1H,AGXT
PRDM1,HAO1
BACH2,SEPT3
ZNF740,KDM6B
E2F3,SSTR2
SP1,WDR46
KLF16,FOXM1
NFYA,NDE1
PAX4,GKN2
RFX3,USP49
E2F1,YWHAQ
NRF1,BSG
NHLH1,MARCH11
KLF13,FGFBP1
RXRB,CCDC93
E4F1,NR4A3
FOXC2,HARBI1
ETV2,ZNF79
GATA6,AMOTL1
CTCF,RAB33B
ERG,KLHDC3
IRF2,SMARCD3
FOXF2,KIAA1456
FLI1,GPR108
UNCX,PPP2R1B
ETS1,RPL37
ARNT,PDE1B
MEOX1,PHF19
CREB,LYL1
FOXI1,FSBP
NFYA,AGFG2
PAX9,PDP1
FOXD3,CX3CR1
PRRX1,PEX3
POU4F3,NLN
HIC1,RAP1GAP2
NFYA,UBN1
BBX,QSOX2
KLF16,KIF5A
VDR,CACNG2
KLF4,SFRP4
LHX6,ANKUB1
PITX2,RBFOX1
RELA,PAQR4
USF1,SUMO3
EGR3,ABR
FOXJ1,COLCA2
PITX1,PPP1R2
ALX4,SLITRK1
NKX6-1,KITLG
SNAI2,MED7
E2F1,TPR
POU3F4,PANK4
ZNF281,ARHGEF25
PHOX2B,LARP7
SP1,FAM64A
LMX1B,JAKMIP2
SP4,ITGA1
MSX2,DLX5
SRF,TGFB1I1
CEBP,RSPO3
ALX4,SEMA6D
MAX,CENPJ
BBX,STK35
BARX1,FKBP11
RFX5,BAHD1
EBOX,LRP3
KLF7,NAV2
SP8,KCTD15
ETV1,SKIV2L
CREB3,ATG10
ELK3,FAM208B
POU3F2,DEFA5
ZIC1,NRL
POU1F1,ISLR2
TGIF1,BARX2
IRF,CREB5
POU2F1,KCTD4
NFKB,GALNT18
FOXK1,STARD13
FOXI1,VRK2
KLF4,KIAA0922
ERG,HIST2H2AA4
ELF2,SH3TC2
NKX6-1,PRDM8
NFATC1,PCDH1
NFE2L2,HMSD
KLF4,OSBPL10
POU6F2,EPC2
BACH2,CDC14B
ATF2,ZW10
POU3F1,HLA-DOA
LMO2,ARL9
RFX1,DUT
ALX4,SOX2
FOXB1,SLIT1
KLF16,TESC
ELF4,LIMA1
ALX3,ELMO1
HOXC10,MARCH4
GABPA,ZFAND3
SP4,SLC27A1
SP8,SLC16A10
FLI1,F2RL1
PPARA,ENOPH1
SOX8,SYS1
TFEB,CREBRF
ELF2,SORCS3
CREB3,ZNF501
PKNOX2,PHACTR4
DLX1,SSPN
GATA1,NFE2
E2F1,RRM2
RFX3,EFCAB12
NHLH1,XPNPEP2
ETS,RPE
NFYA,ATG4A
DLX5,DDX23
REL,GNPDA1
MSX2,CEP135
CREB1,CHMP2A
NFE2L1,LYPD1
KLF4,TNKS
FOXO1,CCDC39
MYOD1,PCSK6
NFYA,GADD45GIP1
TCF3,CALB1
POU3F1,CNTRL
ZNF75A,KIF3C
HOXB4,PDE7B
ZNF143,COPS2
KLF4,FAM213A
SPIB,GPR108
SP1,SMAD4
SP3,POLR3H
IRF9,C16orf52
MAFK,GABRB2
CEBPD,GABARAPL2
IRX6,CPA2
PAX4,GFAP
LMO2,URM1
LHX6,CACNA1C
TCF3,ACHE
ZNF740,TMEM154
RFX1,KNOP1
MEOX2,ZFAT
HESX1,PSD2
ESRRA,CALCOCO1
XBP1,FSTL4
IRF2,GADL1
RFX5,KIAA1045
ERF,MUL1
YY2,CASC5
RFX4,PLCG2
EMX1,INHBA
PITX3,MCC
NFIC,EXT2
HNF4A,FNDC1
KLF7,SH2D3C
PAX7,TOM1L1
POU2F1,IRF2
TBX5,ZNF800
HF1H3B,C1orf198
SCRT2,PPP1R1B
SPIC,COMMD10
USF,VAV2
RHOXF1,GATA3
RREB1,FOXP2
EBF1,CABLES2
GABP,HSPBP1
SP4,SYT6
RXRA,SOHLH2
RARA,TMEM150C
FOXA2,SFTPA2
TEAD1,CREB3L2
ATF7,MRGPRF
RFX2,E2F8
CPEB1,PLXNA4
FOXK1,ZMYND8
RFX2,NUDT9
NKX6-1,VAV3
SP1,RAB13
FOX,NDUFV2
ETV7,CPSF7
ETS2,UNC79
POU5F1B,HIST2H2AA4
KLF16,PARP10
CDX2,HAND2
HNF4A,SOHLH2
NOBOX,PROSC
MGA,SPAG6
ZBTB14,MRAS
HOXD12,GNAI1
EGR1,TSN
REL,STRBP
EHF,WDYHV1
HOXC11,KRT20
TFAP2,CNTN2
GABPA,KIAA0753
